section,sheet,film_kr,film_en,field,korean,english
움프 프로젝트 UMFF Project,UP,계단 너머 집,The House Beyond the Stairs,프로그램 노트,수행자는 구도라는 괴물과 어떻게 싸우고 화해하는가?,How do monks battle and reconcile with the monster and angel called meditation?
움프 프로젝트 UMFF Project,UP,계단 너머 집,The House Beyond the Stairs,노트 작성자,프로듀서 구지원,"Ku Ji-won, Producer"
움프 프로젝트 UMFF Project,UP,계단 너머 집,The House Beyond the Stairs,감독명,김전한,Kim Jeon-han
움프 프로젝트 UMFF Project,UP,계단 너머 집,The House Beyond the Stairs,바이오,임왕태 감독의 장편영화 <이별식당>의 각본을 맡아 인도 차트라파티쉬바지영화제에서 최우수로맨스상을 수상했다. 이후 직접 각본과 감독을 맡은 영화 <시인들의 창>은 부산국제영화제에서 상영했다.,"He wrote the screenplay for the feature film Farewell Restaurant(Lim Wang-tae), which won the Best Romance Film award at the 2019 Chhatrapati Shivaji IFF. Subsequently, he wrote and directed the film Poets’ Window, which was screened at the 2021 Busan IFF."
움프 프로젝트 UMFF Project,UP,계단 너머 집,The House Beyond the Stairs,영화정보,Korea | 2025 | 97min | Color | Fiction | World Premiere,
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,작품명,노르웨이산 고등어,Norwegian Mackerel
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,시놉시스,"10여 년 전 막내를 낳고 세상을 떠난 엄마. 그 후 투병하던 아빠마저 죽음을 맞이했다. 강제 퇴거 명령서와 함께 집에서도 떠나야 하는 4남매에게 남은 건 아빠의 편지 한 장과 춘자의 이름으로 되어 있는 차량 등록증. 동네 삼촌이 타던 차를 빼앗아 온 춘자는 동생들과 회의를 통해, 딱 1년만 학교도 그만두고 여행 다니면서 살고 싶다는 셋째 준명의 말에 동감하고 캠핑을 떠나려는데…","Over ten years ago, their mother passed away after giving birth to the youngest sibling. Not long after, their ailing father also died. Now, with an eviction notice in hand, the four siblings are left with only a letter from their father and a car registration under Chun-ja’s name. Chun-ja takes back the car that their uncle had been using. After a family meeting, they agree with Jun-myung, the third sibling, who wishes to take a year off from school to travel. They set off on a camping journey together."
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,프로그램 노트,물 흐르는 듯 영화 찍고 싶다.,"I dream of a film that glides like water, never forced, only felt."
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,노트 작성자,감독 오멸,"O Muel, Director"
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,감독명,오멸,O Muel
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,바이오,"오멸 감독은 제주 출신 영화감독으로, 지역성과 공동체의 기억을 따뜻하고 힘 있게 그려내는 작품으로 주목받고 있다.","Director O Muel, a native of Jeju, is known for his powerful yet warm storytelling that captures the region’s identity and the collective memory of its people. His films highlight local history and community with a deeply humanistic perspective."
움프 프로젝트 UMFF Project,UP,노르웨이산 고등어,Norwegian Mackerel,영화정보,Korea | 2025 | 95min | Color | Fiction | World Premiere,
움프 프로젝트 UMFF Project,UP,타라,TARA,작품명,타라,TARA
움프 프로젝트 UMFF Project,UP,타라,TARA,시놉시스,"별을 통해 그리움을 품고 살아가는 천체 사진가 기현. 네팔 히말라야 오지 구르자에서 별과 사람, 기억을 만나기 위한 여정이 시작된다. 하늘과 가장 가까운 땅에서, 그는 다시 별을 통해 위로를 얻는다.","Ki-hyun, an astrophotographer, carries his longing through the stars. He embarks on a journey to Gurja, a remote village in the Himalayas of Nepal, in search of stars, people, and memories. In this land closest to the sky, he once again finds solace among the stars."
움프 프로젝트 UMFF Project,UP,타라,TARA,프로그램 노트,"‘타라’. 네팔어로 ‘별’을 뜻하는 이 단어는 한 남자에게 있어 꿈과 미래이자, 인생의 무대다. 그는 세계에서 가장 높은 히말라야산맥에서 보았던 별을 잊지 못한다고 한다. 별처럼 묵묵히 자신만의 길을 걷는 한 남자의 여정에 동행해 보려 한다.","“Tara.” In Nepali, it means “star”, but for one man, it signifies a dream, a future, and the stage of his life. He says he can never forget the stars he once saw from the towering peaks of the Himalayas. Now, we follow the journey of a man who, like the stars, quietly walks his own path."
움프 프로젝트 UMFF Project,UP,타라,TARA,노트 작성자,감독 지우철,"Ji Woo-chul, Director"
움프 프로젝트 UMFF Project,UP,타라,TARA,감독명,"지우철, 조덕래","Ji Woo-chul, Jo Deok-rae"
움프 프로젝트 UMFF Project,UP,타라,TARA,바이오,"지우철
고등학교 시절 산에 빠져 KBS 「영상앨범 산」PD로 활동했고, 현재는 아웃도어 브랜드에서 일하며 여전히 산과 함께하는 산 덕후다. 
조덕래
자연과 산악을 사랑하는 KBS 「1박 2일」사진감독, 산악 스포츠와 생태 콘텐츠를 기록한다.","Ji Woo-chul
Hooked on mountains since high school, he worked as a producer for KBS's Mountain Video Album and now works for an outdoor brand. He remains closely connected to the mountains. 
Jo Deok-rae
As the photographer for KBS's 2 Days & 1 Night, he is a devoted lover of nature and the mountains, documenting mountain sports and ecological content."
움프 프로젝트 UMFF Project,UP,타라,TARA,영화정보,Korea | 2025 | 17min | Color | Documentary | World Premiere,
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,작품명,엔드 오브 바르도,End of Bardo
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,시놉시스,"이유를 모른 채 갯벌에서 눈을 뜬 남자는 집으로 향하는 과정에서 자신이 망자임을 알게 된다. 그러나 죽음을 깨달은 뒤에도 고독과 혼란은 끝나지 않는다. 갯벌에서 시작한 ‘바르도’는, 도심을 지나 산에서 끝난다. 이 영화는 바다에서 산 정상까지, 죽음을 받아들이는 긴 모험을 떠나는 한 사람의 이야기이다.","The man stands on the mudflat. On his way home, he realizes that he is dead. Lost in enduring solitude and confusion, he encounters a psychopomp. “Bardo” begins on the mudflat, passes through the city, and ends at the mountain ridge. This film follows the man’s story from the shore to the mountaintop, a long journey toward embracing one being’s death."
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,프로그램 노트,"말없이 우리를 떠난 ‘너’는 지금 어디쯤 있을까. 걷잡을 수 없는 고통과 의문들 속에서, 살아 있는 우리는 저 너머에 있을 ‘너’와 잘 작별하고자 이 작업을 시작했다. 나아가, 우리의 영화가 수많은 ‘너’에게 건네는 작은 작별 인사가 될 수 있기를 진심으로 바란다.","What awaits the dead? Where are you now, having left us without a word? Through the deep grief and uncertainty, we began this project to say our goodbyes. We sincerely hope that our film could be a small farewell to so many “You ”s."
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,노트 작성자,"감독 김예겸, 김한범","Kim Ye-kyeom, Kim Han-bum, Director"
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,감독명,"김예겸, 김한범","Kim Ye-kyeom, Kim Han-bum"
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,바이오,"김예겸
1999년 1월 대한민국 서울에서 태어나, 현재 동국대학교 영화영상학과 재학 중이다. 산과 자연을 좋아한다.
김한범
1998년생 8월 7일생으로, 항상 영화를 준비 중이다.","Kim Ye-kyeom
Born in Seoul, South Korea in January 1999, Kim Ye-kyeom is a student in the Department of Film and Video at Dongguk University. She loves mountains and nature.
Kim Han-bum
Born on August 7, 1998, Kim Han-bum is always working on a film."
움프 프로젝트 UMFF Project,UP,엔드 오브 바르도,End of Bardo,영화정보,Korea | 2025 | 29min | Color | Fiction | World Premiere,
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,작품명,강이와 두기,The Wishes
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,시놉시스,"할머니의 장례를 치르는 마지막 밤, 어린 강이는 묫자리로 파놓은 구덩이에 빠지고 그곳에서 거대한 뱀과 마주한다.","On the last night of his grandmother’s funeral, a young boy named Kang falls into a pit dug as a burial site. There, he encounters a giant serpent. The film is based on a Korean folk tale, the legend of “imugi”. An imugi is a giant serpent that failed to become a dragon, and as a lowly monster, it is always filled with anger. However, it is said that if it succeeds in ascending to the heavens as a dragon, it can become a divine being capable of bringing rain to the earth."
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,프로그램 노트,우리는 꽤 자주 서로를 오해한다. 하지만 그런 실수도 바로잡을 기회를 주는 게 확실한 사랑의 방법이 아닐까 하는 생각에서 이야기를 만들었다.,"We often misunderstand each other. However, I created this story believing that giving each other the opportunity to correct even those misunderstandings could be a true act of love."
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,노트 작성자,감독 이지원,"Lee Ji-won, Director"
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,감독명,이지원,Lee Ji-won
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,바이오,"1998년생. 2021년 첫 단편영화 <선주씨의 비밀정원>을 시작으로 아이들의 시선에서 바라보는 환상과 현실 사이의 세계를 담는 영화를 매년 쓰고 만들고 있다. <삐까뻔쩍>, <아감뼈이야기>로 전주국제영화제와 서울국제여성영화제 등 여러 영화제들에서 관객들을 만났다.","Born in 1998. Since her first short film Mrs. Sunju's Secret Garden in 2021, she has continuously written and directed films that capture the world between fantasy and reality from a child's perspective. Her works have been invited to film festivals such as the Jeonju IFF and the Seoul International Women's FF."
움프 프로젝트 UMFF Project,UP,강이와 두기,The Wishes,영화정보,Korea | 2025 | 19min | Color | Fiction | World Premiere,
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,작품명,울산 독수리,Ulsan Vulture
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,시놉시스,"2025년 겨울, 몽골에서 울산으로 아기 독수리들이 찾아왔다. 먹을 게 없는 독수리들을 위해 먹이를 챙겨주고 다친 개체는 치료해 다시 자연으로 돌려보낸다. 산업의 발전으로 인해서 터전을 빼앗긴 독수리들은 앞으로 어떻게 살아가야 할까.","In the winter of 2025, vulture chick came to Ulsan from Mongolia. People feed vultures who have no food, treat injured individuals, and return them to nature. How should vultures, who have lost their homes due to industrial development, live in the future."
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,프로그램 노트,-,-
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,노트 작성자,-,-
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,감독명,"박성진, 김은영","Park Seong-jin, Kim Eun-yeong"
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,바이오,"쏭쏭 (박성진, 김은영) 
멘토: 박배일","SongSong (Park Seong-jin, Kim Eun-yeong)
Mentor: Park Bae-il"
움프 프로젝트 UMFF Project,UP,울산 독수리,Ulsan Vulture,영화정보,Korea | 2025 | 17min | Color | Documentary | World Premiere,
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,작품명,소리-꿈,Sori-Dream
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,시놉시스,사춘기의 문턱을 넘어서며 말수는 줄었지만 판소리는 멈추지 않는 예나. 재능이 없는 것 같다고 그만두라면서 도시락은 꼭 챙기는 엄마. 호되게 혼내시면서도 애정의 눈빛으로 가르치시는 선생님. 이렇게 세 사람의 말과 표현이 달라 신기한 동생 예서의 시선으로 언니는 판소리가 왜 좋은지 찾아가는 이야기입니다.,"As Ye-na enters adolescence, she speaks less but never lets go of pansori. Her mother tells her to quit, saying she has no talent, though still packs her lunch every day. Her teacher scolds her strictly but always with deep affection. To her younger sister Ye-seo, it is interesting how these 3 people express so differently. Through Ye-seo's eyes, we follow a journey to understand why pansori matters so deeply to Ye-na."
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,프로그램 노트,-,-
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,노트 작성자,-,-
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,감독명,박선형,Park Sun-hyoung
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,바이오,"필름 Oh! (박선형, 정영준, 이성찬, 김현주, 이주형)
멘토: 김도희","Film Oh! (Park Sun-hyoung, Jeong Young-jun, Lee Seong-chan, Kim Hyun-ju, Lee Ju-hyeong)
Mentor: Kim Do-hee"
움프 프로젝트 UMFF Project,UP,소리-꿈,Sori-Dream,영화정보,Korea | 2025 | 16min | Color | Documentary | World Premiere,
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,작품명,대책 없는 여자,Forever Young
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,시놉시스,"딸, 아내, 엄마, 할머니가 아닌 ‘김유례’로서, 그녀는 늦은 나이에 문학을 배우고, 67세에 등단했다. 이제 86세, 여전히 시와 낭송으로 삶을 새긴다. 창작을 멈추지 않는 그녀의 오늘은 진심으로 살아낸 시간이다.","Not as a daughter, wife, mother, or grandmother, but just as herself, she began studying literature late in her life and debuted as a poet at 67. Now 86, she still carves her life through poetry and recitation. Her unwavering creativity fills each day with the truth of a life fully lived."
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,프로그램 노트,-,-
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,노트 작성자,-,-
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,감독명,송진경,Song Jin-kyung
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,바이오,"대책 없는 여자 (송진경, 박하윤)
멘토: 김영조","Forever Young (Song Jin-kyung, Park Ha-yun)
Mentor: Kim Young-jo"
움프 프로젝트 UMFF Project,UP,대책 없는 여자,Forever Young,영화정보,Korea | 2025 | 21min | Color | Documentary | World Premiere,
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,작품명,좋아서 가는 길,The Way I Love
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,시놉시스,울산이라는 지역 기반을 활용하여 활동하는 싱어송라이터 길기판. 그는 안정적인 전공을 뒤로하고 좋아하는 음악을 직업으로 택했다. 원하는 것을 얻기 위해서는 노력해야 함은 물론 기약 없는 기다림이 동반된다. 우리의 삶에서 우리는 무엇을 기꺼이 기다릴 수 있을까. 본 영화는 지역 청년의 선택 속에서 삶의 본질에 대한 물음을 던진다.,"Gill Gi-pan, a singer-songwriter who is active in the Ulsan region. He left his stable major behind and chose music, which he loves, as his profession. In order to get what you want, you have to work hard and wait endlessly. What are we willing to wait for in our lives? This film poses questions about the essence of life through the choices of local youth."
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,프로그램 노트,-,-
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,노트 작성자,-,-
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,감독명,김민수,Kim Min-su
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,바이오,"코코넛 (김민수, 황서영)
멘토: 문창현","Coconut (Kim Min-su, Hwang Seo-yeong) Mentor: Moon Chang-hyeon"
움프 프로젝트 UMFF Project,UP,좋아서 가는 길,The Way I Love,영화정보,Korea | 2025 | 20min | Color | Documentary | World Premiere,
국제경쟁 International Competition,섹션서문,,,섹션서문,"올해 국제경쟁 부문에는 71개국 996편의 출품작 중 20편이 최종 선정되었습니다. 이 영화들은 극한의 자연환경속에서 인간이 한계에 맞서거나, 자연과 공존하고 갈등하는 모습, 도전과 생존의 여정, 정체성 탐구와 자기 발견, 그리고 기록으로서의 가치를 담고 있습니다. 
웅장한 자연을 배경으로 환상적 리얼리즘을 펼치는 <하늘나라로 가요>, <샴발라>, <수퍼 엑시와 날아라 분더>는 각 감독 독창적인 시선으로 인간의 이야기를 그려내며, 관객을 현실과 환상의 경계로 이끕니다.
7,000미터 알파인 루트를 개척하는 두 산악인의 여정을 담은 <목 없는 기수>, 혹한 속 단독 등반을 기록한 <영하 40도에서>, 전설적인 폴란드 여성 산악인의 실종을 쫓는 <반다 루트키에비츠를 찾아서>, 에베레스트에서 시신을 운구하는 셰르파의 헌신을 담은 <에베레스 트의 그늘> 등은 산악인들의 깊은 관심을 끌 만한 영화들입니다. 전설적 클라이밍 루트에 도전하는 <라이더스 온 더 스톰>, 시각장애를 극복하고 다시 등반에 나서는 <제시 더프턴의 두 번째 도전>, 클라이밍의 현재와 미래를 조명하는 <클라이밍의 미래>, <내면 등반>은 등반의 본질을 되돌아보게 합니다. 지난해 개막작 <눕체: 정상을 향해>의 주인공 헬리아스 밀레리우가 펼치는 알래스카 탐험기 <와일드 데이즈>, 2017년 알렉스 벨리니의 그린란드 탐험을 재조명한 <비욘드>, 멕시코 다이버들의 삶을 다룬 <다이빙의 무게> 등 다양한 장르의 클라이밍과 탐험 영화도 준비되어 있습니다.
그리고 마을 주민들의 조용한 저항을 그린 <사바나와 산>, 산불과 더불어 살아가는 스페인 갈리시아 사람들의 일상을 담은 <지구에서만>, 콜로라도강 생태계의 유려한 보고서 <위기의 콜로라도강>, 그리고 혹독한 환경속에서도 삶의 자리를 지켜나가는 이들을 그린 <누군가 문을 두드릴 때>, <마을의 수호자들>은 자연과 함께 살아가는 인간의 면모를 깊이 있게 포착하며 관객에게 깊은 울림과 성찰을 전합니다.
― 프로그래머 이정진","In this year’s International Competition, 20 films were selected from 996 submissions across 71 countries. These films portray humans confronting limits in extreme natural environments, experiencing coexistence and conflict with nature, undertaking challenges and survival, exploring identity and self-discovery, and highlighting the archival value of these stories. 
Fantastically realistic films set against majestic natural backdrops–Cielo, SHAMBHALA, and Axie and the Wunder Dachsies –portray human stories through unique directorial visions, guiding audiences along the boundary between reality and fantasy.
Stories that will captivate mountaineers include The Headless Horseman, about two climbers pioneering a 7,000-meter alpine route; Minus 103 Degrees, documenting an extreme solo winter ascent; The Last Expedition, tracing the disappearance of a legendary Polish female climber; and Everest Dark, revealing the self-sacrifice of Sherpas who recover bodies on Everest’s grueling slopes.
Some films invite reflection on the essence of climbing, including Riders on the Storm, following an attempt on a legendary climbing route; Climbing Blind II, the story of overcoming blindness to climb again; and The Future of Climbing and Inner Walls, which explore the present and future of climbing.
The lineup also includes a variety of exploration and climbing films such as Wild Days, featuring Hélias Millerioux – star of last year’s opening film Nuptse: Touching the Intangible  – on an expedition in Alaska; Beyond, which revisits Alex Bellini’s 2017 journey through Greenland; and Voices from the Abyss, which portrays the lives of Mexican diving communities.
Films exploring the human spirit living in harmony with nature offer profound emotional resonance and deep reflection. They include Savanna and the Mountain, depicting the quiet resistance of villagers; Only on Earth, showing life alongside wildfires in Galicia, Spain; The American Southwest, a lyrical report on life in the Colorado River; and At the Door of the House Who Will Come Knocking and Placekeepers, both capturing people holding their ground despite harsh environments.
― Jinna Lee, Programmer"
산 Mountain,섹션서문,,,섹션서문,"‘산’ 섹션에서는 이름만으로도 등반의 역사를 떠올리게 하는 인물들의 영화들이 관객을 만납니다.
울산울주세계산악문화상 수상자이자 살아 있는 전설 라인홀트 메스너의 첫 연출작 <스틸 얼라이브>는 오스트리아와 케냐 협력 산악구조대의 감동 실화를 다루며, 그의 공동 연출작 <에베레스트 - 최후의 한 걸음>은 산악등반의 실체와 인간의 고통, 결정적 선택의 순간을 사실적으로 그려냅니다. 두 작품 모두 상영 후 관객과의 대화를 통해 보다 깊이 있는 만남을 준비하고 있습니다. 1975년 여성 최초 에베레스트를 등반한 다베이 준코의 삶을 담은 <인간, 다베이 준코>는 사카모토 준지 감독이 연출을 맡아 그녀의 도전과 신념, 등반가로서의 여정을 따라갑니다. <다니구치 케이의 선물>은 故다니구치 케이에게 영향을 받은 오이시 아키히로와 스즈키 히로키가 그녀를 추억하며 떠난 알래스카 헌터산의 원정기를 담은 작품으로, 이 두 편은 일본 산악계를 조명합니다. 폴란드의 저명한 탐험가와 고산등반가들의 성찰을 담은 <자연이라는 집>은 인간과 자연의 관계에 대한 깊은 사유를 전합니다.
젊은 산악인들의 도전도 이어집니다. 카자흐스탄 산악인 팀의 파타고니아 세로 토레 도전기 <카자흐스탄 산악 원정대>, 대륙을 자전거로 횡단한 후 히말라야 아마다블람에 도전하는 22세 청년의 이야기 <충분해>, 신체적 한계를 극복하고 암벽에 도전하는 이란의 젊은 클라이머 <마운틴 보이>, 섭식 장애를 이겨내고 고난이도 루트에 도전하는 신동 클라이머 출신 카이 라이트너 <데스 오브 빌런즈>와 카라코람 산골 마을의 여성 축구팀이 편견과 맞서 싸우는 이야기 <세상을 향해 슛!>도 인상적인 도전과 성취로 가득합니다.
장르의 경계를 넘는 독특한 시선도 함께 합니다. IAMF 대상 수상자 세바스티앙 몬타-로세 감독의 <아웃 오브 더 블루>는 스위스 계곡에서 슬랙라인에 도전하며, 예술가 홍이현숙의 첫 영화 <지금 당신이 만지는 것- 인수봉>은 그녀의 전시 준비 과정과 산에 대한 애정을 녹여냅니다. 극한의 추위로 알려진 캐나다 옐로나이프에서 스포츠를 통해 지역사회의 변화를 그려낸 <웰컴 투 더 피트>도 주목할 만한 영화입니다.
― 프로그래머 이정진","“Mountain” section features films by legendary figures whose very names evoke the history of mountaineering. Among them is Still Alive - The Drama on Mount Kenya, the directorial debut of the living legend Reinhold Messner, recipient of the Ulsan Ulju Mountain Culture Award. The film tells the moving true story of a collaborative mountain rescue team from Austria and Kenya. Mount Everest – The Last Step, another work co-directed by Messner, offers a raw portrayal of high-altitude climbing, human suffering, and moments of critical decision-making. Both films will be followed by Q&A sessions, offering audiences a deeper experience. Climbing for Life tells the story of Tabei Junko, the first woman to summit Everest in 1975. Directed by the acclaimed Japanese filmmaker Sakamoto Junji, the film follows Tabei’s journey of challenge, conviction, and growth as a mountaineer. A Gift from Kei Taniguchi, based on an expedition with the late climber Taniguchi Kei, follows Oishi Akihiro and Suzuki Hiroki as they attempt Mount Hunter in Alaska in her memory. Those two films are shedding light on Japan’s mountaineering scene. Dom / Home, featuring renowned Polish explorers and alpinists, offers a profound reflection on the relationship between humans and nature.
The lineup also includes films that capture the spirit of young climbers. Patagonia: Summit Reached follows a Kazakh mountaineering team’s attempt on Cerro Torre in Patagonia. Far Enough tells the story of 22-year-old Jean Rouaux, who crosses the continent by bicycle before attempting Ama Dablam in the Himalayas. Son of Mountains features a young Iranian climber who challenges physical limitations on the rock face, while Death of Villains portrays climbing prodigy Kai Lightner overcoming an eating disorder as he tackles increasingly difficult routes. Also noteworthy is Girls Move Mountains, a story about a girls’ soccer team confronting social prejudice in a remote village in the Karakoram.
Also included are works that cross genre boundaries with unique perspectives. Out of the Blue, by IAMF Grand Prize recipient Sébastien Montaz-Rosset, follows a diverse group of individuals challenging themselves on slacklines in the valleys of Switzerland. Artist Hong Lee Hyun-sook’s debut film, What You are Touching Now – Insubong Peak, interweaves her affection for the mountain with the process of preparing for an exhibition. Welcome to the Pit is also a notable portrayal of a Canadian community transforming sports in the bitter cold of Yellowknife.
― Jinna Lee, Programmer"
자연 Nature,섹션서문,,,섹션서문,"‘자연’ 섹션에서는 산골 마을과 시골 등 자연 속에서 공동 체, 환경, 전통, 그리고 변화에 대한 이야기를 담은 여섯 편의 영화가 상영됩니다.
중국 후난성 시골 아이들이 직접 쓴 시를 통해 그들의 순수한 시선을 보여주는 다큐멘터리 <시인의 마음>, 튀르키예 시골을 배경으로 사냥당하는 토끼를 구하며 어른의 세계에 저항하는 소년 무사의 이야기 <토끼 제국>은 어린이의 눈을 통해 사회와 현실을 비춥니다.
전통과 현대의 충돌을 대만 소수민족 사냥꾼 형제의 이야기로 풀어낸 <헌터 브라더스>, 전통 목축 환경이 현대화의 영향으로 변화하는 과정을 담은 <브레니의 목축 일기>는 정체성과 삶의 방식에 대해 다시금 생각하게 만듭니다. 나무에 깃발을 다는 전통으로 인해 위험에 처한 나무를 구하려는 부탄의 불교 신자 소남 푼초의 이야기를 그린 <버터플라이 부탄>, 기후 변화로 인한 빙하 감소와 그로인한 수질 오염 문제에 맞서 싸우는 사람들의 모습을 그린 <맑은 물을 찾아서!>는 우리가 살아가는 환경과 생존 그리고 지속가능성에 대한 깊은 고민을 던지는 영화들 입니다.
― 프로그래머 이정진","The “Nature” section presents six films that explore themes of community, environment, tradition, and change in natural settings such as mountain villages and rural areas. Always is a documentary capturing the pure perspective of children from Hunan, China through poems they’ve written themselves. Empire of the Rabbits, set in the Turkish countryside, tells the story of Musa, a young boy who rescues a hunted rabbit and challenges the adult world, offering a child’s view on society and reality.
Hunter Brothers depicts the clash between tradition and modernity through the story of two indigenous hunter brothers in Taiwan, while How to Lease a Cow captures the transformation of traditional herding practices under the pressure of modernization. Both films prompt reflections on identity and ways of life.
Butterfly Bhutan follows Sonam Phuntsho, who tries to protect a tree threatened by the Bhutanese tradition of tying prayer flags, while Dream to Cure Water addresses the issue of glacier melt caused by climate change and the resulting water pollution, showing the efforts of people working to fix the crisis. These films offer a deep meditation on the environment, survival, and sustainability.
― Jinna Lee, Programmer"
